time,open,high,low,close,volume
2020-01-01 00:00:00+00:00,129.12,132.96,128.62,130.62,61037558.40428
2020-01-02 00:00:00+00:00,130.63,130.75,126.25,127.11,67377970.84502
2020-01-03 00:00:00+00:00,127.11,135.07,125.78,134.29,125018928.04077
2020-01-04 00:00:00+00:00,134.31,135.8,132.41,134.14,68153930.41227
2020-01-05 00:00:00+00:00,134.14,138.17,134.12,135.33,91098597.42478
2020-01-06 00:00:00+00:00,135.32,144.38,134.82,144.04,153993462.03959
2020-01-07 00:00:00+00:00,144.11,145.25,138.7,142.86,137384193.55172
2020-01-08 00:00:00+00:00,142.86,147.94,137.15,140.75,171733898.79286
2020-01-09 00:00:00+00:00,140.76,141.52,135.33,137.73,132349219.83971
2020-01-10 00:00:00+00:00,137.73,145.15,135.22,144.8,127143267.90469
2020-01-11 00:00:00+00:00,144.8,148.03,142.0,142.4,119977193.63432
2020-01-12 00:00:00+00:00,142.4,146.6,141.71,146.57,90941158.24868
2020-01-13 00:00:00+00:00,146.57,147.0,142.32,143.58,80266745.59378
2020-01-14 00:00:00+00:00,143.57,171.0,143.49,165.77,342187335.94531
2020-01-15 00:00:00+00:00,165.75,172.18,159.35,166.6,230286716.67757
2020-01-16 00:00:00+00:00,166.61,167.63,158.43,164.37,127461014.43638
2020-01-17 00:00:00+00:00,164.39,174.79,162.27,170.06,160259747.79844
2020-01-18 00:00:00+00:00,170.06,179.57,165.08,174.43,142262348.68168
2020-01-19 00:00:00+00:00,174.37,178.42,161.81,167.04,125956521.7234
2020-01-20 00:00:00+00:00,167.04,169.48,161.5,167.03,64624702.00634
2020-01-21 00:00:00+00:00,167.01,170.34,165.02,169.52,58986902.98569
2020-01-22 00:00:00+00:00,169.62,171.61,166.12,168.19,56350595.56504
2020-01-23 00:00:00+00:00,168.24,168.38,159.41,162.97,78583548.01533
2020-01-24 00:00:00+00:00,162.97,164.65,155.72,162.63,75924771.97144
2020-01-25 00:00:00+00:00,162.66,163.0,157.8,160.52,45339862.12769
2020-01-26 00:00:00+00:00,160.5,168.16,159.5,167.9,53409274.40732
2020-01-27 00:00:00+00:00,167.98,172.26,165.28,170.21,70720869.02324
2020-01-28 00:00:00+00:00,170.25,176.7,170.22,175.88,90758791.20274
2020-01-29 00:00:00+00:00,175.89,178.85,173.3,173.8,70901067.68041
2020-01-30 00:00:00+00:00,173.86,187.4,171.07,185.14,116665433.71156
2020-01-31 00:00:00+00:00,185.16,186.34,175.5,180.14,121744510.77084
2020-02-01 00:00:00+00:00,180.14,184.58,179.41,183.82,96080885.54872
2020-02-02 00:00:00+00:00,183.8,193.7,179.0,188.59,170846713.44708
2020-02-03 00:00:00+00:00,188.64,195.45,186.65,189.92,124122130.70399
2020-02-04 00:00:00+00:00,189.89,191.76,184.71,189.01,115364577.74246
2020-02-05 00:00:00+00:00,189.0,208.18,188.26,204.1,178375200.47346
2020-02-06 00:00:00+00:00,204.1,216.7,201.28,213.27,264288535.88063
2020-02-07 00:00:00+00:00,213.3,225.36,213.3,223.57,232249153.37736
2020-02-08 00:00:00+00:00,223.57,228.02,213.35,223.57,243043392.21839
2020-02-09 00:00:00+00:00,223.57,230.9,223.5,228.64,220695663.91218
2020-02-10 00:00:00+00:00,228.71,229.96,217.32,223.03,262203105.9402
2020-02-11 00:00:00+00:00,223.04,239.98,218.64,237.16,272327898.64944
2020-02-12 00:00:00+00:00,237.17,277.97,237.17,266.24,574225360.14547
2020-02-13 00:00:00+00:00,266.26,278.8,256.2,268.48,639755030.53358
2020-02-14 00:00:00+00:00,268.48,287.58,260.53,285.4,395789382.38502
2020-02-15 00:00:00+00:00,285.4,289.0,262.41,265.08,529235758.42768
2020-02-16 00:00:00+00:00,265.16,274.3,237.86,258.87,594576100.72784
2020-02-17 00:00:00+00:00,258.87,268.81,242.32,268.0,538264137.1458
2020-02-18 00:00:00+00:00,267.99,286.48,258.78,282.96,515176525.90584
2020-02-19 00:00:00+00:00,282.96,286.7,250.0,258.43,459670219.19239
2020-02-20 00:00:00+00:00,258.39,264.32,245.91,257.11,415072958.53042
2020-02-21 00:00:00+00:00,257.18,268.5,253.89,265.44,258780144.08535
2020-02-22 00:00:00+00:00,265.45,267.16,256.23,261.83,196960689.6889
2020-02-23 00:00:00+00:00,261.82,275.84,261.5,274.67,254128741.02017
2020-02-24 00:00:00+00:00,274.66,277.26,257.5,265.7,396190156.06157
2020-02-25 00:00:00+00:00,265.69,266.4,244.57,247.03,399165818.02308
2020-02-26 00:00:00+00:00,247.03,250.54,215.75,224.1,633303689.86963
2020-02-27 00:00:00+00:00,224.13,238.58,210.01,227.92,536493997.29536
2020-02-28 00:00:00+00:00,227.93,234.93,214.25,227.09,454376453.34299
2020-02-29 00:00:00+00:00,227.04,233.33,217.14,217.31,295997709.3792
2020-03-01 00:00:00+00:00,217.37,228.0,212.33,218.01,390456164.9947
2020-03-02 00:00:00+00:00,218.01,234.5,216.24,232.22,362061880.36415
2020-03-03 00:00:00+00:00,232.24,232.67,220.21,224.1,350368765.18825
2020-03-04 00:00:00+00:00,224.1,229.0,220.45,224.47,230726528.92651
2020-03-05 00:00:00+00:00,224.43,234.26,224.43,228.64,262593712.18975
2020-03-06 00:00:00+00:00,228.63,245.38,227.6,244.94,309193535.18403
2020-03-07 00:00:00+00:00,244.97,251.8,236.3,237.34,398551973.39385
