time,open,high,low,close,volume
2020-09-23 00:00:00+00:00,3.93,4.6092,3.3778,3.5136,57783882.5364
2020-09-24 00:00:00+00:00,3.5123,4.86,3.4171,4.6133,52652127.9493
2020-09-25 00:00:00+00:00,4.6129,5.0295,4.189,4.6867,54781116.7189
2020-09-26 00:00:00+00:00,4.6892,4.8025,4.3459,4.5203,31539237.6436
2020-09-27 00:00:00+00:00,4.5244,4.7,4.0976,4.6391,26364401.8666
2020-09-28 00:00:00+00:00,4.6383,4.687,4.15,4.1955,24187083.3222
2020-09-29 00:00:00+00:00,4.195,4.2786,3.95,4.1314,21310800.3766
2020-09-30 00:00:00+00:00,4.1334,4.3976,3.99,4.321,23592804.2131
2020-10-01 00:00:00+00:00,4.3246,4.5269,4.0,4.1477,26818734.9518
2020-10-02 00:00:00+00:00,4.1471,4.2137,3.6414,3.8972,34606557.0588
2020-10-03 00:00:00+00:00,3.8952,4.1864,3.8554,4.0169,21083943.0344
2020-10-04 00:00:00+00:00,4.0102,4.0691,3.8143,3.9608,20731884.1484
2020-10-05 00:00:00+00:00,3.956,4.0456,3.8675,3.976,18539976.2725
2020-10-06 00:00:00+00:00,3.978,3.9928,3.48,3.5338,22639016.9881
2020-10-07 00:00:00+00:00,3.536,3.5397,3.1893,3.4413,22359156.056
2020-10-08 00:00:00+00:00,3.4445,3.9534,3.3088,3.9034,25644568.4936
2020-10-09 00:00:00+00:00,3.9024,4.3209,3.7964,4.2356,22550807.3011
2020-10-10 00:00:00+00:00,4.2327,4.2689,3.9765,4.0142,20558433.9991
2020-10-11 00:00:00+00:00,4.0143,4.1896,3.9279,4.0924,19442846.2136
2020-10-12 00:00:00+00:00,4.0917,4.6939,4.0503,4.4123,26795547.7172
2020-10-13 00:00:00+00:00,4.4137,4.5481,4.3252,4.4774,19039215.4851
2020-10-14 00:00:00+00:00,4.4785,4.4879,4.0105,4.1513,19457256.6885
2020-10-15 00:00:00+00:00,4.1517,4.2283,3.9922,4.1266,15075134.2366
2020-10-16 00:00:00+00:00,4.1262,4.1368,3.8578,4.0281,18158244.6281
2020-10-17 00:00:00+00:00,4.0324,4.2024,3.9559,4.189,15970612.4026
2020-10-18 00:00:00+00:00,4.1927,4.2464,4.072,4.1186,14093987.6692
2020-10-19 00:00:00+00:00,4.1197,4.1689,3.982,4.0401,14903699.3391
2020-10-20 00:00:00+00:00,4.0397,4.0787,3.6789,3.7938,17626636.1943
2020-10-21 00:00:00+00:00,3.7909,4.0958,3.7724,3.9601,17838001.7101
2020-10-22 00:00:00+00:00,3.9612,4.4853,3.9608,4.3346,20407703.0373
2020-10-23 00:00:00+00:00,4.3336,4.4724,4.1338,4.2541,17242850.4525
2020-10-24 00:00:00+00:00,4.2538,4.36,4.1586,4.1815,14304796.0938
2020-10-25 00:00:00+00:00,4.1802,4.2548,4.1021,4.1429,14748234.5728
2020-10-26 00:00:00+00:00,4.1422,4.4907,4.026,4.142,22743174.8692
2020-10-27 00:00:00+00:00,4.1419,4.3497,4.0302,4.1245,18052257.6016
2020-10-28 00:00:00+00:00,4.1229,4.182,3.9213,4.0505,17055188.2543
2020-10-29 00:00:00+00:00,4.0504,4.1074,3.7272,3.7776,17666200.5993
2020-10-30 00:00:00+00:00,3.7767,3.826,3.5757,3.716,19124118.3985
2020-10-31 00:00:00+00:00,3.7215,3.7619,3.5811,3.6403,15197053.2682
2020-11-01 00:00:00+00:00,3.64,3.7118,3.5433,3.6866,13557392.6508
2020-11-02 00:00:00+00:00,3.6891,3.8747,3.6026,3.6079,16380289.1856
2020-11-03 00:00:00+00:00,3.607,3.649,3.2485,3.3318,16005200.4507
2020-11-04 00:00:00+00:00,3.3335,3.3802,2.996,3.1748,16364221.3332
2020-11-05 00:00:00+00:00,3.1757,3.3925,3.0121,3.337,18466713.6012
2020-11-06 00:00:00+00:00,3.3389,3.6757,3.3213,3.5966,24498636.7179
2020-11-07 00:00:00+00:00,3.5998,3.92,3.3534,3.4209,26298931.8399
2020-11-08 00:00:00+00:00,3.4226,3.676,3.3615,3.475,19455271.4644
2020-11-09 00:00:00+00:00,3.4731,3.5424,3.2632,3.4189,20585121.0131
