time,open,high,low,close,volume
2002-07-30 00:00:00+00:00,40.55443572998047,40.55443572998047,40.55443572998047,40.55443572998047,41300
2002-07-31 00:00:00+00:00,40.926414489746094,40.926414489746094,40.926414489746094,40.926414489746094,32600
2002-08-01 00:00:00+00:00,41.09503173828125,41.09503173828125,41.09503173828125,41.09503173828125,71400
2002-08-02 00:00:00+00:00,41.412437438964844,41.412437438964844,41.412437438964844,41.412437438964844,120300
2002-08-05 00:00:00+00:00,41.62075424194336,41.62075424194336,41.62075424194336,41.62075424194336,159300
2002-08-06 00:00:00+00:00,41.283512115478516,41.283512115478516,41.283512115478516,41.283512115478516,90100
2002-08-07 00:00:00+00:00,41.412437438964844,41.412437438964844,41.412437438964844,41.412437438964844,38100
2002-08-08 00:00:00+00:00,41.268585205078125,41.268585205078125,41.268585205078125,41.268585205078125,142600
2002-08-09 00:00:00+00:00,41.57609176635742,41.57609176635742,41.57609176635742,41.57609176635742,99600
2002-08-12 00:00:00+00:00,41.660396575927734,41.660396575927734,41.660396575927734,41.660396575927734,38100
2002-08-13 00:00:00+00:00,41.99271011352539,41.99271011352539,41.99271011352539,41.99271011352539,109300
2002-08-14 00:00:00+00:00,41.86875915527344,41.86875915527344,41.86875915527344,41.86875915527344,146100
2002-08-15 00:00:00+00:00,41.625709533691406,41.625709533691406,41.625709533691406,41.625709533691406,60500
2002-08-16 00:00:00+00:00,41.35293960571289,41.35293960571289,41.35293960571289,41.35293960571289,55800
2002-08-19 00:00:00+00:00,41.39261245727539,41.39261245727539,41.39261245727539,41.39261245727539,41600
2002-08-20 00:00:00+00:00,41.77450180053711,41.77450180053711,41.77450180053711,41.77450180053711,56900
2002-08-21 00:00:00+00:00,41.67034149169922,41.67034149169922,41.67034149169922,41.67034149169922,37900
2002-08-22 00:00:00+00:00,41.4471549987793,41.4471549987793,41.4471549987793,41.4471549987793,43600
2002-08-23 00:00:00+00:00,41.635589599609375,41.635589599609375,41.635589599609375,41.635589599609375,26500
2002-08-26 00:00:00+00:00,41.65544128417969,41.65544128417969,41.65544128417969,41.65544128417969,27800
2002-08-27 00:00:00+00:00,41.53147888183594,41.53147888183594,41.53147888183594,41.53147888183594,38800
2002-08-28 00:00:00+00:00,41.685211181640625,41.685211181640625,41.685211181640625,41.685211181640625,40200
2002-08-29 00:00:00+00:00,41.87865447998047,41.87865447998047,41.87865447998047,41.87865447998047,101500
2002-08-30 00:00:00+00:00,41.95799255371094,41.95799255371094,41.95799255371094,41.95799255371094,28900
2002-09-03 00:00:00+00:00,42.41584014892578,42.41584014892578,42.41584014892578,42.41584014892578,110700
2002-09-04 00:00:00+00:00,42.40091323852539,42.40091323852539,42.40091323852539,42.40091323852539,77300
2002-09-05 00:00:00+00:00,42.57010269165039,42.57010269165039,42.57010269165039,42.57010269165039,57900
2002-09-06 00:00:00+00:00,42.24167251586914,42.24167251586914,42.24167251586914,42.24167251586914,32200
2002-09-09 00:00:00+00:00,42.18196487426758,42.18196487426758,42.18196487426758,42.18196487426758,88800
2002-09-10 00:00:00+00:00,42.33122634887695,42.33122634887695,42.33122634887695,42.33122634887695,21400
2002-09-11 00:00:00+00:00,42.17696762084961,42.17696762084961,42.17696762084961,42.17696762084961,77500
2002-09-12 00:00:00+00:00,42.39595413208008,42.39595413208008,42.39595413208008,42.39595413208008,39900
2002-09-13 00:00:00+00:00,42.59498977661133,42.59498977661133,42.59498977661133,42.59498977661133,125900
2002-09-16 00:00:00+00:00,42.60993194580078,42.60993194580078,42.60993194580078,42.60993194580078,108700
2002-09-17 00:00:00+00:00,42.749298095703125,42.749298095703125,42.749298095703125,42.749298095703125,30400
2002-09-18 00:00:00+00:00,42.79903793334961,42.79903793334961,42.79903793334961,42.79903793334961,76400
2002-09-19 00:00:00+00:00,43.01305389404297,43.01305389404297,43.01305389404297,43.01305389404297,61100
2002-09-20 00:00:00+00:00,42.998104095458984,42.998104095458984,42.998104095458984,42.998104095458984,128600
2002-09-23 00:00:00+00:00,43.24193572998047,43.24193572998047,43.24193572998047,43.24193572998047,293700
2002-09-24 00:00:00+00:00,43.39628219604492,43.39628219604492,43.39628219604492,43.39628219604492,158200
2002-09-25 00:00:00+00:00,43.067787170410156,43.067787170410156,43.067787170410156,43.067787170410156,88900
2002-09-26 00:00:00+00:00,43.0379753112793,43.0379753112793,43.0379753112793,43.0379753112793,256100
2002-09-27 00:00:00+00:00,43.32160949707031,43.32160949707031,43.32160949707031,43.32160949707031,199400
2002-09-30 00:00:00+00:00,43.57535934448242,43.57535934448242,43.57535934448242,43.57535934448242,97200
2002-10-01 00:00:00+00:00,43.195045471191406,43.195045471191406,43.195045471191406,43.195045471191406,150100
2002-10-02 00:00:00+00:00,43.33979034423828,43.33979034423828,43.33979034423828,43.33979034423828,43000
2002-10-03 00:00:00+00:00,43.31483840942383,43.31483840942383,43.31483840942383,43.31483840942383,37500
2002-10-04 00:00:00+00:00,43.359771728515625,43.359771728515625,43.359771728515625,43.359771728515625,61400
2002-10-07 00:00:00+00:00,43.529449462890625,43.529449462890625,43.529449462890625,43.529449462890625,80300
2002-10-08 00:00:00+00:00,43.44963073730469,43.44963073730469,43.44963073730469,43.44963073730469,134600
2002-10-09 00:00:00+00:00,43.66923904418945,43.66923904418945,43.66923904418945,43.66923904418945,94500
2002-10-10 00:00:00+00:00,43.419673919677734,43.419673919677734,43.419673919677734,43.419673919677734,120400
2002-10-11 00:00:00+00:00,43.11021423339844,43.11021423339844,43.11021423339844,43.11021423339844,133600
2002-10-14 00:00:00+00:00,43.075279235839844,43.075279235839844,43.075279235839844,43.075279235839844,51300
2002-10-15 00:00:00+00:00,42.351539611816406,42.351539611816406,42.351539611816406,42.351539611816406,167000
2002-10-16 00:00:00+00:00,42.351539611816406,42.351539611816406,42.351539611816406,42.351539611816406,124200
2002-10-17 00:00:00+00:00,42.12689208984375,42.12689208984375,42.12689208984375,42.12689208984375,205300
2002-10-18 00:00:00+00:00,42.251708984375,42.251708984375,42.251708984375,42.251708984375,98600
2002-10-21 00:00:00+00:00,41.92724609375,41.92724609375,41.92724609375,41.92724609375,572300
2002-10-22 00:00:00+00:00,41.90725326538086,41.90725326538086,41.90725326538086,41.90725326538086,197500
2002-10-23 00:00:00+00:00,41.997135162353516,41.997135162353516,41.997135162353516,41.997135162353516,64300
2002-10-24 00:00:00+00:00,42.19681930541992,42.19681930541992,42.19681930541992,42.19681930541992,41800
2002-10-25 00:00:00+00:00,42.381507873535156,42.381507873535156,42.381507873535156,42.381507873535156,566500
2002-10-28 00:00:00+00:00,42.43136978149414,42.43136978149414,42.43136978149414,42.43136978149414,22100
2002-10-29 00:00:00+00:00,42.81569290161133,42.81569290161133,42.81569290161133,42.81569290161133,118300
2002-10-30 00:00:00+00:00,42.81071090698242,42.81071090698242,42.81071090698242,42.81071090698242,53000
2002-10-31 00:00:00+00:00,43.03032684326172,43.03032684326172,43.03032684326172,43.03032684326172,71100
2002-11-01 00:00:00+00:00,42.77241134643555,42.77241134643555,42.77241134643555,42.77241134643555,63400
2002-11-04 00:00:00+00:00,42.63718795776367,42.63718795776367,42.63718795776367,42.63718795776367,85000
2002-11-05 00:00:00+00:00,42.5219841003418,42.5219841003418,42.5219841003418,42.5219841003418,426300
2002-11-06 00:00:00+00:00,42.662235260009766,42.662235260009766,42.662235260009766,42.662235260009766,135100
2002-11-07 00:00:00+00:00,43.077938079833984,43.077938079833984,43.077938079833984,43.077938079833984,68000
2002-11-08 00:00:00+00:00,43.18311309814453,43.18311309814453,43.18311309814453,43.18311309814453,27300
2002-11-11 00:00:00+00:00,43.29328536987305,43.29328536987305,43.29328536987305,43.29328536987305,52100
2002-11-12 00:00:00+00:00,43.158058166503906,43.158058166503906,43.158058166503906,43.158058166503906,48200
2002-11-13 00:00:00+00:00,43.208160400390625,43.208160400390625,43.208160400390625,43.208160400390625,330200
2002-11-14 00:00:00+00:00,42.667240142822266,42.667240142822266,42.667240142822266,42.667240142822266,71800
2002-11-15 00:00:00+00:00,42.697296142578125,42.697296142578125,42.697296142578125,42.697296142578125,40900
2002-11-18 00:00:00+00:00,42.73735046386719,42.73735046386719,42.73735046386719,42.73735046386719,35300
2002-11-19 00:00:00+00:00,42.77241134643555,42.77241134643555,42.77241134643555,42.77241134643555,11000
2002-11-20 00:00:00+00:00,42.537017822265625,42.537017822265625,42.537017822265625,42.537017822265625,251800
2002-11-21 00:00:00+00:00,42.29157257080078,42.29157257080078,42.29157257080078,42.29157257080078,95000
2002-11-22 00:00:00+00:00,42.24152755737305,42.24152755737305,42.24152755737305,42.24152755737305,144800
2002-11-25 00:00:00+00:00,42.176414489746094,42.176414489746094,42.176414489746094,42.176414489746094,49700
2002-11-26 00:00:00+00:00,42.55706024169922,42.55706024169922,42.55706024169922,42.55706024169922,103800
2002-11-27 00:00:00+00:00,42.07120895385742,42.07120895385742,42.07120895385742,42.07120895385742,324900
2002-11-29 00:00:00+00:00,42.131351470947266,42.131351470947266,42.131351470947266,42.131351470947266,15000
2002-12-02 00:00:00+00:00,42.116180419921875,42.116180419921875,42.116180419921875,42.116180419921875,78000
2002-12-03 00:00:00+00:00,42.11116409301758,42.11116409301758,42.11116409301758,42.11116409301758,38200
2002-12-04 00:00:00+00:00,42.2573127746582,42.2573127746582,42.2573127746582,42.2573127746582,135600
2002-12-05 00:00:00+00:00,42.37322998046875,42.37322998046875,42.37322998046875,42.37322998046875,194900
2002-12-06 00:00:00+00:00,42.544593811035156,42.544593811035156,42.544593811035156,42.544593811035156,194800
2002-12-09 00:00:00+00:00,42.705848693847656,42.705848693847656,42.705848693847656,42.705848693847656,143900
2002-12-10 00:00:00+00:00,42.67057418823242,42.67057418823242,42.67057418823242,42.67057418823242,154600
2002-12-11 00:00:00+00:00,42.811668395996094,42.811668395996094,42.811668395996094,42.811668395996094,287200
2002-12-12 00:00:00+00:00,42.84696960449219,42.84696960449219,42.84696960449219,42.84696960449219,69800
2002-12-13 00:00:00+00:00,42.69071960449219,42.69071960449219,42.69071960449219,42.69071960449219,32400
2002-12-16 00:00:00+00:00,42.514347076416016,42.514347076416016,42.514347076416016,42.514347076416016,37600
2002-12-17 00:00:00+00:00,42.61514663696289,42.61514663696289,42.61514663696289,42.61514663696289,73700
2002-12-18 00:00:00+00:00,42.877166748046875,42.877166748046875,42.877166748046875,42.877166748046875,106600
2002-12-19 00:00:00+00:00,43.09893798828125,43.09893798828125,43.09893798828125,43.09893798828125,187800
2002-12-20 00:00:00+00:00,43.09893798828125,43.09893798828125,43.09893798828125,43.09893798828125,79900
2002-12-23 00:00:00+00:00,43.07373046875,43.07373046875,43.07373046875,43.07373046875,109300
2002-12-24 00:00:00+00:00,43.23500442504883,43.23500442504883,43.23500442504883,43.23500442504883,37400
2002-12-26 00:00:00+00:00,43.300533294677734,43.300533294677734,43.300533294677734,43.300533294677734,85200
2002-12-27 00:00:00+00:00,43.55757141113281,43.55757141113281,43.55757141113281,43.55757141113281,149600
2002-12-30 00:00:00+00:00,43.6381950378418,43.6381950378418,43.6381950378418,43.6381950378418,60700
